filename,seg_ok,seg_reason,Normal,Chromatin,Dohle,Hypergranulation,Hypersegmentation,Hypogranulation,Hyposegmentation,nuclear_lobulation_degree,nuclear_contour_irregularity,nucleus_to_cytoplasm_ratio,chromatin_condensation_level,chromatin_clumping_pattern,cytoplasmic_granule_density,granule_coarseness,cytoplasmic_texture_uniformity,cytoplasm_basophilia_level,cytoplasmic_inclusion_visibility,lobe_count,nc_ratio_raw,granule_count
MO_181458.jpg,1,,0,0,1,0,0,0,0,0.59999999988,0.9055541325924622,0.07483002719362866,0.1426343721860059,0.2525730617336279,0.1713392515816816,0.31206293695891607,0.6166859210703268,0.4931904944897766,0.044827996069353525,4,0.42721104630399875,286
MO_181505.jpg,1,,0,0,1,0,0,0,0,0.0,0.33336483317413645,0.42500775718602357,0.1254368579344858,0.21381139103499158,0.10973505730116928,0.3225190838619593,0.4312843692269728,0.40566788298163337,0.5179854238897825,1,1.0225131876412479,131
MO_181511.jpg,1,,0,0,1,0,0,0,0,0.19999999996,0.8067082989914887,0.0009148730881374086,0.15126090669502504,0.18540994437089106,0.13105791177043274,0.27756653983143215,0.6288110858901195,0.5040013759121589,0.6113594058301572,2,0.30155528425074846,263
SNE_10106725.jpg,1,,1,0,0,0,0,0,0,0.19999999996,0.5436551680198325,0.0,0.1494303757731218,0.4538567082936592,0.13189863786649011,0.25548245605519004,0.8803176310293096,0.4344599825596188,0.0,2,0.21516223281561694,228
SNE_10106727.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.8984543108614114,0.013666072481554731,0.14395829112617942,0.4311302921810422,0.24080172882083845,0.20196078424640523,0.8087249012158948,0.47029154415666197,0.0,4,0.3232323232323091,255
SNE_10106729.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.8104936861009051,0.0,0.14754097923745868,0.3885987207343179,0.1113257357835529,0.3339843748886719,0.8440591091184576,0.42398830856862724,0.023868512746886,4,0.1737691352916797,256
SNE_10106730.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7434019557074045,0.0,0.15386923548901657,0.34744677668829105,0.1326420414472312,0.25133689831194295,0.8817482357470505,0.47201617874807406,0.0,4,0.245133842852293,187
SNE_10106731.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.5715527196469312,0.0024560250430835876,0.1601884996040106,0.4269079480505271,0.15628530306988142,0.2083333332638889,0.8418648044940844,0.43595744881236437,0.0,3,0.3041752425756981,162
SNE_10106732.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.562082105545758,0.0,0.15176174060223577,0.13379557819425067,0.13525222646259796,0.26069518707887696,0.8033335961247948,0.4253969877496876,0.0,4,0.26485186316431486,187
SNE_10106733.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.8144648227856941,0.0,0.1587683765691588,0.37176255363490524,0.19520343917112415,0.20072115377924676,0.908268585944963,0.4726865586843611,0.0,4,0.2881463370460795,208
SNE_10106735.jpg,1,,1,0,0,0,0,0,0,0.79999999984,0.8543675544175411,0.0,0.161111168985055,0.4315213600485747,0.13600405603002633,0.2529644267931489,0.8681027016184162,0.42992127756604764,0.0,5,0.17894885961183798,253
SNE_10106736.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7660908203417004,0.0,0.16299966622469828,0.4748368689731408,0.12103863426929258,0.22512437803441127,0.7891527176555848,0.4183646408752467,0.0,4,0.20960698689955642,201
SNE_10106737.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7758815025457269,0.08963693605327686,0.1756090022011664,0.5019325580475118,0.2075384258646111,0.18945312493684896,0.837719327829781,0.4829186051453622,0.0,4,0.4523827913802076,128
SNE_10106739.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.6166829372814056,0.0,0.15096973961351218,0.4987441182651008,0.11351257638213866,0.2910628018353462,0.8185935180840613,0.4189998437052643,0.0,4,0.20852777015279814,207
SNE_10106740.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.7330807000989511,0.0,0.14412493544006158,0.3669144497844564,0.2499866220440477,0.2309451218742378,0.8416699971295432,0.5234220206681065,0.0,3,0.2598955229113256,328
SNE_10106741.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.6284040696544023,0.09771455746362492,0.1432976001686577,0.45533209212061143,0.21758574331100886,0.18593749993802083,0.9275439322969098,0.44296945502764923,0.23624694846085423,3,0.4661147477858769,160
SNE_10106742.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7167059680320023,0.0,0.14765752877495972,0.36089767456437405,0.10174695964466958,0.27450980383006535,0.7983933321875368,0.43014900514719623,0.0,4,0.16481089537130386,255
SNE_10106743.jpg,1,,1,0,0,0,0,0,0,0.79999999984,0.7702172948840965,0.0,0.1472403744041669,0.34774023221516737,0.1353503344975448,0.28013392847805063,0.8656832775765095,0.46714027222975757,0.0,5,0.21933796798264496,224
SNE_10106745.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7200407929120057,0.0,0.15394576143027106,0.18877423343307553,0.09721560454057752,0.26958525336635947,0.852854229752736,0.4114137448981559,0.0,4,0.16972368731795195,217
SNE_10106747.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.4911674161516042,0.0,0.166959695167903,0.46765529531570527,0.10322462952360244,0.2642045453664773,0.7789060721248208,0.47613387542275365,0.0,4,0.21173065921862194,176
SNE_10106749.jpg,1,,1,0,0,0,0,0,0,0.79999999984,0.5154982152388055,0.0,0.1391136238830935,0.40908954044062285,0.14427928986903424,0.24170124473271096,0.862827164665869,0.4279670565686752,0.18917038992680113,5,0.2374254843517065,241
SNE_10106752.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.6796124666126494,0.0,0.14321038139982567,0.15779089155380077,0.07440237581256837,0.35444444432629635,0.8186611258874538,0.41086693659283563,0.0,3,0.15625402274189754,225
SNE_10106753.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.6718610315421497,0.0007410669211210521,0.15694707478289235,0.14290763685985391,0.18880870240465975,0.2039800994344942,0.903792175960118,0.45977031700911863,0.0,4,0.30125981376664684,201
SNE_10106754.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.7545026606044516,0.03804674773632554,0.1677803752032036,0.3908622085669319,0.19188405034007588,0.22818791938702457,0.738253223342133,0.516639906085029,0.0,3,0.36467947118980015,149
SNE_10106755.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.542434764102223,0.05281887348632529,0.15907971528204837,0.4151341495556601,0.20474805769915982,0.2350993376699779,0.7931807309405072,0.42199345234318336,0.0084677331167917,4,0.38979208497957185,151
SNE_10106756.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.370516425409834,0.0,0.15237428038920395,0.6049058316966451,0.15212868772043345,0.2312499999229167,0.8523028219558473,0.4411257128517561,0.16831621313081357,3,0.26676781823839607,200
SNE_10106758.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7829855443419873,0.0,0.1457776499012088,0.3372508044107264,0.09771488119740473,0.2977941175477941,0.7549070774473108,0.40829440487003493,0.0,4,0.20306942616293158,204
SNE_10106761.jpg,1,,1,0,0,0,0,0,0,0.79999999984,0.698293598472356,0.0,0.16488182293072035,0.4893845756793984,0.0765903318853965,0.22765363120903168,0.8467501078100218,0.40343808444234525,0.07195932566203286,5,0.16379996159437732,179
SNE_10106762.jpg,1,,1,0,0,0,0,0,0,0.0,0.11778520403605694,0.26993148290138164,0.145201658732005,0.4557442178832017,0.42481001208548785,0.2144970413486193,0.8923528755154658,0.5227640924200359,0.0,1,0.7588835212022803,169
SNE_10106763.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.6121686232831984,0.0,0.15319973093213055,0.48126439166740353,0.1397169061632411,0.23598130833255448,0.8459022008842068,0.4173223915102161,0.07268711336013674,3,0.2307876221053272,214
SNE_10106765.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.7798961581326789,0.0,0.1545896649314797,0.4439712130428483,0.117525720230644,0.24999999991666666,0.7730607670794254,0.44886537365001894,0.0,4,0.21014426449506787,212
SNE_10106766.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.4647277981313696,0.0,0.1845900745852997,0.3272971467951513,0.19174353114527007,0.23546511620058136,0.7955713156183424,0.5174563898115603,0.0,4,0.28355469171794173,172
SNE_10106768.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.4489826161279934,0.0,0.15220210901831735,0.4457669756496855,0.10303260404463782,0.3887195120655487,0.6780892567854949,0.4516334724554539,0.0,3,0.25637511271414765,164
SNE_10106770.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.30047938034210886,0.0,0.15747629676105615,0.44774085500949984,0.13338867201094068,0.29271356774162477,0.8009991829625328,0.44431109564445065,0.0,4,0.22847399829496204,199
SNE_10106771.jpg,1,,1,0,0,0,0,0,0,0.39999999992,0.30547237329527044,0.0,0.17381704278821988,0.5418222698488173,0.11294816039185036,0.28042328032980596,0.7937466249396035,0.4433040166951624,0.0,3,0.19169052533456982,189
SNE_10106772.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.8974105594605123,0.0,0.1561750947490064,0.2252785178886407,0.12425790883830087,0.30758426956039325,0.7485937785325212,0.4560745419839899,0.006845159331207436,4,0.26373626373625375,178
SNE_10106773.jpg,1,,1,0,0,0,0,0,0,0.59999999988,0.6151569934578975,0.0,0.15874751335389017,0.31744046179990854,0.19535948058724506,0.2628755363930615,0.8935833967912518,0.5162176709204088,0.0,4,0.26746208291202156,233
SNE_10106774.jpg,1,,1,0,0,0,0,0,0,0.79999999984,0.6342668898883674,0.0,0.13818935960468823,0.34981662447205414,0.11417860160922641,0.3171936757835968,0.8341699946183796,0.4314890939944444,0.0,5,0.20053616616139605,253
